,Sample ID,Sample Name,Lab Name,Date Received,Date Completed,Strain,Category,Type,Pass/fail?,Fail Reason,Active,Regulator ID,Regulator Batch ID,Regulator Batch ID 2,Regulator Lot ID,Regulator Pre-Transfer ID,Batch ID,Batch Size,Batch Size Unit,Lot ID,Lot Size,Lot Size Unit,Harvest ID,Production Date,Manifest ID,Production Run ID,Units Per Serving,Servings Per Container,Unit Description,Container Description,cannabinoids_thca,cannabinoids_thcv,cannabinoids_cannabinoids_unit,cannabinoids_cbda,cannabinoids_cbga,cannabinoids_cbn,cannabinoids_cbdva,cannabinoids_cbd,cannabinoids_vitamin_e_acetate,cannabinoids_cbdv,cannabinoids_cbc,cannabinoids_d8_thc,cannabinoids_cbg,cannabinoids_d9_thc,cannabinoids_cbl,pesticides_daminozide,pesticides_mgk_264,pesticides_etoxazole,pesticides_methiocarb,pesticides_ethoprophos,pesticides_fludioxonil,pesticides_chlorpyrifos,pesticides_chlorantraniliprole,pesticides_clofentezine,pesticides_diazinon,pesticides_pyrethrins,pesticides_fipronil,pesticides_spiroxamine,pesticides_phosmet,pesticides_kresoxim_methyl,pesticides_etofenprox,pesticides_azoxystrobin,pesticides_dimethoate,pesticides_permethrins,pesticides_fenoxycarb,pesticides_methyl_parathion,pesticides_piperonyl_butoxide,pesticides_metalaxyl,pesticides_bifenazate,pesticides_hexythiazox,pesticides_abamectin,pesticides_paclobutrazol,pesticides_tebuconazole,pesticides_methomyl,pesticides_malathion,pesticides_prallethrin,pesticides_pyridaben,pesticides_cyfluthrin,pesticides_bifenthrin,pesticides_myclobutanil,pesticides_pesticides_unit,pesticides_acetamiprid,pesticides_imazalil,pesticides_spinosad,pesticides_fenpyroximate,pesticides_aldicarb,pesticides_boscalid,pesticides_cypermethrin,pesticides_oxamyl,pesticides_spiromesifen,pesticides_propiconazole,pesticides_chlorfenapyr,pesticides_trifloxystrobin,pesticides_thiamethoxam,pesticides_acephate,pesticides_carbaryl,pesticides_propoxur,pesticides_acequinocyl,pesticides_flonicamid,pesticides_thiacloprid,pesticides_dichlorvos,pesticides_imidacloprid,pesticides_naled,pesticides_spirotetramat,pesticides_carbofuran,microbials_aspergillus,microbials_coliforms,microbials_salmonella,microbials_aerobic_bacteria,microbials_ecoli,microbials_btgn_bacteria,microbials_yeast_and_mold,microbials_microbials_unit,solvents_propane,solvents_hexanes,solvents_chloroform,solvents_heptane,solvents_methylene_chloride,solvents_ethylene_oxide,solvents_trichloroethene,solvents_isopropanol,solvents_ethyl_ether,solvents_pentane,solvents_toluene,solvents_xylenes,solvents_butane,solvents_methanol,solvents_acetonitrile,solvents_ethyl_acetate,solvents_benzene,solvents_solvents_unit,solvents_acetone,solvents_1_2_dichloro_ethane,solvents_ethanol,terpenes_3_carene,terpenes_alpha_bisabolol,terpenes_alpha_pinene,terpenes_eucalyptol,terpenes_alpha_terpinene,terpenes_geraniol,terpenes_guaiol,terpenes_beta_pinene,terpenes_beta_myrcene,terpenes_fenchol,terpenes_isoborneol,terpenes_menthol,terpenes_caryophyllene_oxide,terpenes_ocimene,terpenes_citronellol,terpenes_eugenol,terpenes_ro_cymene,terpenes_camphene,terpenes_beta_caryophyllene,terpenes_alpha_humulene,terpenes_terpinolene,terpenes_trans_nerolidol,terpenes_geranyl_acetate,terpenes_gamma_terpinene,terpenes_alpha_phellandrene,terpenes_beta_ocimene,terpenes_terpenes_unit,terpenes_isopulegol,terpenes_cis_nerolidol,terpenes_linalool,terpenes_fenchone,terpenes_delta_limonene,moisture_percent_moisture,moisture_moisture_unit,homogeneity_homogeneity,homogeneity_homogeneity_unit,water_activity_water_activity_unit,water_activity_water_activity,metals_nickel,metals_chromium,metals_metals_unit,metals_mercury,metals_cadmium,metals_lead,metals_copper,metals_arsenic,foreign_matter_foreign_matter_unit,foreign_matter_other,foreign_matter_stems,foreign_matter_pests,Classification,Production Method,solvents_n_butane,solvents_2_methylpentane,solvents_heptanes,solvents_o_xylene,solvents_1_pentanol,solvents_n_hexane,solvents_ethylene_glycol,solvents_dimethyl_sulfoxide,solvents_n_pentane,solvents_p_xylene,solvents_2_butanol,solvents_pentanes,solvents_1_2_dimethoxy_ethane,solvents_2_3_dimethyl_butane,solvents_2_ethoxyethanol,solvents_cyclohexane,solvents_n_n_dimethylfromamide,solvents_1_propanol,solvents_2_butanone,solvents_3_methylpentane,solvents_1_butanol,solvents_butanes,solvents_ethyl_benzene,solvents_n_n_dimethylacetamide,solvents_tetrahydrofuran,solvents_2_2_dimethyl_butane,solvents_pyridine,solvents_isopentane,solvents_cumene,solvents_iso_butane,solvents_1_4_dioxane,cannabinoids_total,terpenes_total,"
"
0,BC-20-CS-2766,Wedding Cake,Viridis Labs,07/01/2020,07/03/2020,"Wedding Cake
",Plant,Flower - Cured,Passed,,,1A4050100001E15000002282,1A4050100001E15000002264,,,,,,,,,,,,,,,,,,14.5%,,,0.0%,,0.0%,,0.0%,,,,,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BC-20-CS-2767,Orange Cream,Viridis Labs,07/01/2020,07/03/2020,"Orange Cream
",Plant,Flower - Cured,Passed,,,1A4050100001E15000002283,1A4050100001E15000002267,,,,,,,,,,,,,,,,,,15.2%,,,0.0%,,0.0%,,0.0%,,,,,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,BC-20-CS-2785,Jenny Kush,Viridis Labs,07/01/2020,07/03/2020,"Jenny Kush
",Plant,Flower - Cured,Passed,,,1A4050300007469000000058,1A4050300007469000000055,,,,,,,,,,,,,,,,,,25.9%,,,0.1%,,0.1%,,0.0%,,,,,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,BC-20-CS-3089,Wedding Cake,Viridis Labs,07/15/2020,07/22/2020,"Wedding Cake
",Plant,Flower - Cured,Passed,,,1A4050300007469000000142,1A4050300007469000000127,,,,,,,,,,,,,,,,,,13.4%,,,0.0%,,0.0%,,0.0%,,,,,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.1%,0.1%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.2%,,0.0%,,0.0%,,0.0%,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,BC-20-CS-3090,Wedding Cake,Viridis Labs,07/15/2020,07/22/2020,"Wedding Cake
",Plant,Flower - Cured,Passed,,,1A4050300007469000000143,1A4050300007469000000111,,,,,,,,,,,,,,,,,,13.3%,,,0.0%,,0.0%,,0.0%,,,,,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.1%,,,0.0%,,0.1%,0.1%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.0%,,0.4%,,,,,,0.55,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,BC-20-CS-3091,Wedding Cake,Viridis Labs,07/15/2020,07/22/2020,"Wedding Cake
",Plant,Flower - Cured,Passed,,,1A4050300007469000000144,1A4050300007469000000126,,,,,,,,,,,,,,,,,,13.9%,,,0.0%,,0.0%,,0.0%,,,,,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.1%,0.1%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.0%,,0.2%,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,BC-20-CS-3092,Wedding Cake,Viridis Labs,07/15/2020,07/22/2020,"Wedding Cake
",Plant,Flower - Cured,Passed,,,1A4050300007469000000145,1A4050300007469000000125,,,,,,,,,,,,,,,,,,14.9%,,,0.0%,,0.0%,,0.0%,,,,,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.1%,0.1%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.0%,,0.2%,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,BC-20-CS-3093,Bloodstar,Viridis Labs,07/15/2020,07/22/2020,,Plant,Flower - Cured,Passed,,,1A4050100002CF1000000481,1A4050100002CF1000000469,,,,,,,,,,,,,,,,,,15.4%,,,0.1%,,0.0%,,0.0%,,,,,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.3%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.0%,,0.1%,,,,,,0.56,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,BC-20-CS-3094,Dosi Do,Viridis Labs,07/15/2020,07/22/2020,,Plant,Flower - Cured,Passed,,,1A4050100002CF1000000482,1A4050100002CF1000000464,,,,,,,,,,,,,,,,,,15.3%,,,0.0%,,0.0%,,0.0%,,,,,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.1%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.0%,,0.2%,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,BC-20-CS-3241,Bloodstar,Viridis Labs,07/22/2020,07/27/2020,,Plant,Flower - Cured,Passed,,,1A4050100001E15000002397,1A4050100001E15000002384,,,,,,,,,,,,,,,,,,15.6%,,,0.1%,,0.0%,,0.0%,,,,,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.3%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.0%,,0.1%,,,,,,0.551,0.780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,BC-20-CS-3468,Multistrain,Viridis Labs,08/05/2020,08/12/2020,,Extracts,Other,Passed,,,1A4050300005722000000756,1A4050300005722000000754,,,,,,,,,,,,,,,,,,26.9%,,,0.1%,,0.0%,,0.0%,,,,,,3.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.1%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.1%,,0.0%,,0.0%,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,BC-20-CS-3469,Wedding Cake,Viridis Labs,08/05/2020,08/12/2020,"Wedding Cake
",Extracts,Other,Passed,,,1A4050300007469000000517,1A4050300007469000000514,,,,,,,,,,,,,,,,,,21.4%,,,0.0%,,0.0%,,0.0%,,,,,,1.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.0%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.0%,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,BC-20-CS-3470,Multistrain,Viridis Labs,08/05/2020,08/12/2020,,Extracts,Other,Passed,,,1A4050300007469000000531,1A4050300007469000000516,,,,,,,,,,,,,,,,,,17.8%,,,0.0%,,0.0%,,0.0%,,,,,,1.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.0%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.0%,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,BC-20-CS-3471,Mac 5,Viridis Labs,08/05/2020,08/12/2020,"MAC 5
",Extracts,Other,Passed,,,1A4050300007469000000532,1A4050300007469000000515,,,,,,,,,,,,,,,,,,20.3%,,,0.0%,,0.0%,,0.0%,,,,,,2.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.0%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.0%,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,BC-20-CS-3472,Wedding Cake,Viridis Labs,08/05/2020,08/12/2020,"Wedding Cake
",Plant,Flower - Cured,Passed,,,1A4050300007469000000533,1A4050300007469000000146,,,,,,,,,,,,,,,,,,16.9%,,,0.0%,,0.0%,,0.0%,,,,,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.0%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.1%,,0.0%,,0.0%,,0.0%,,,,,,0.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,BC-20-CS-3473,Jenny Kush,Viridis Labs,08/05/2020,08/12/2020,"Jenny Kush
",Plant,Flower - Cured,Passed,,,1A4050300007469000000534,1A4050300007469000000362,,,,,,,,,,,,,,,,,,32.0%,,,0.1%,,0.0%,,0.0%,,,,,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.2%,,,,,0.0%,,,0.0%,,0.1%,0.0%,0.0%,,,,,2 0.1%,,0.0%,,0.0%,,0.0%,,,,,,0.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,BC-20-CS-4961,Triangle Truffle,Viridis Labs,09/16/2020,09/23/2020,"Triangle Truffle
",Plant,Flower - Cured,Passed,,,1A4050300005720000001461,1A4050300005720000001459,,,,,,,,,,,,,,,,,,18.8%,,,0.0%,,0.0%,,0.0%,,,,,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,BC-20-CS-4962,San Fernando Garlic,Viridis Labs,09/16/2020,09/23/2020,"San Fernando Garlic
",Plant,Flower - Cured,Passed,,,1A4050300005720000001462,1A4050300005720000001456,,,,,,,,,,,,,,,,,,25.2%,,,0.0%,,0.0%,,0.0%,,,,,,1.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,BC-20-CS-4963,San Fernando Garlic,Viridis Labs,09/16/2020,09/23/2020,"San Fernando Garlic
",Plant,Flower - Cured,Passed,,,1A4050300005720000001463,1A4050300005720000001457,,,,,,,,,,,,,,,,,,22.9%,,,0.0%,,0.0%,,0.0%,,,,,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566,0.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,BC-20-CS-4964,GG4 X Deathstar,Viridis Labs,09/16/2020,09/23/2020,"GG4
",Plant,Flower - Cured,Passed,,,1A4050300007469000000762,1A4050300007469000000859,,,,,,,,,,,,,,,,,,29.4%,,,0.1%,,0.0%,,0.0%,,,,,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,BC-20-CS-4965,GG4 X Deathstar,Viridis Labs,09/16/2020,09/23/2020,"GG4
",Plant,Flower - Cured,Passed,,,1A4050300007469000000760,1A4050300007469000000854,,,,,,,,,,,,,,,,,,31.3%,,,0.0%,,0.0%,,0.0%,,,,,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,BC-20-CS-4966,Blissfull Wizard,Viridis Labs,09/16/2020,09/23/2020,,Plant,Flower - Cured,Passed,,,1A4050300007469000000757,1A4050300007469000000856,,,,,,,,,,,,,,,,,,31.2%,,,0.1%,,0.0%,,0.0%,,,,,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BC-20-CS-4967,Blissfull Wizard,Viridis Labs,09/16/2020,09/23/2020,,Plant,Flower - Cured,Passed,,,1A4050300007469000000759,1A4050300007469000000857,,,,,,,,,,,,,,,,,,30.0%,,,0.1%,,0.0%,,0.0%,,,,,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526,0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BC-20-CS-4968,Do Si Do,Viridis Labs,09/16/2020,09/23/2020,,Plant,Flower - Cured,Passed,,,1A4050300007469000000763,1A4050300007469000000852,,,,,,,,,,,,,,,,,,25.5%,,,0.0%,,0.0%,,0.0%,,,,,,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,BC-20-CS-6778,Stiltons Finest #5 Bud,Viridis Labs,11/11/2020,11/16/2020,,Plant,Flower - Cured,Failed,,,1A4050100001E15000003304,1A4050100001E15000003342,,,,,,,,,,,,,,,,,,25.0%,,,0.0%,,0.0%,,0.0%,,,,,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.0%,,,,,0.0%,,,0.0%,,0.1%,0.1%,0.0%,,,,,2 0.0%,,0.0%,,0.1%,,0.2%,,,,,,0.580,1.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,BC-20-CS-6779,Starseed Skunk #2 Bud,Viridis Labs,11/11/2020,11/16/2020,"Starseed Skunk
",Plant,Flower - Cured,Passed,,,1A4050100001E15000003305,1A4050100001E15000003190,,,,,,,,,,,,,,,,,,17.6%,,,0.0%,,0.0%,,0.0%,,,,,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.0%,,,,,0.0%,,,0.0%,,0.1%,0.1%,0.0%,,,,,2 0.0%,,0.0%,,0.1%,,0.2%,,,,,,0.543,0.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BC-20-CS-6780,Snow Bunny Buds,Viridis Labs,11/11/2020,11/16/2020,"Snow Bunny
",Plant,Flower - Cured,Passed,,,1A4050100001E15000003306,1A4050100001E15000003184,,,,,,,,,,,,,,,,,,18.9%,,,0.0%,,0.0%,,0.0%,,,,,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.1%,,,0.0%,,0.0%,0.3%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.0%,,0.0%,,,,,,0.476,0.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,BC-20-CS-6781,LAB Buds,Viridis Labs,11/11/2020,11/17/2020,"LAB
",Plant,Flower - Cured,Passed,,,1A4050100001E15000003307,1A4050100001E15000003189,,,,,,,,,,,,,,,,,,29.4%,,,0.1%,,0.0%,,0.0%,,,,,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.4%,,,,,0.0%,,,0.0%,,0.1%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.1%,,0.1%,,,,,,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BC-20-CS-6782,Starseed Skunk #5 Buds,Viridis Labs,11/11/2020,11/16/2020,"Starseed Skunk
",Plant,Flower - Cured,Passed,,,1A4050100001E15000003308,1A4050100001E15000003193,,,,,,,,,,,,,,,,,,18.8%,,,0.0%,,0.0%,,0.0%,,,,,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.0%,0.0%,,,,,0.0%,,,0.0%,,0.1%,0.1%,0.0%,,,,,2 0.0%,,0.1%,,0.1%,,0.2%,,,,,,0.538,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,BC-20-CS-6784,Schwarts Buds,Viridis Labs,11/11/2020,11/16/2020,,Plant,Flower - Cured,Passed,,,1A4050100001E15000003311,1A4050100001E15000003188,,,,,,,,,,,,,,,,,,29.5%,,,0.1%,,0.0%,,0.0%,,,,,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.0%,,,0.0%,,0.1%,1.0%,,,,,0.0%,,,0.0%,,0.0%,0.0%,0.0%,,,,,2 0.0%,,0.0%,,0.1%,,0.3%,,,,,,0.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,BC-20-CS-6785,Starseed Skunk #4 Bud,Viridis Labs,11/11/2020,11/17/2020,"Starseed Skunk
",Plant,Flower - Cured,Passed,,,1A4050100001E15000003312,1A4050100001E15000003191,,,,,,,,,,,,,,,,,,20.6%,,,0.0%,,0.0%,,0.0%,,,,,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.0%,,0.2%,,,0.0%,,0.2%,0.1%,,,,,0.0%,,,0.0%,,0.1%,0.0%,0.0%,,,,,2 0.1%,,0.1%,,0.0%,,0.9%,,,,,,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
