,Sample ID,Sample Name,Lab Name,Date Received,Date Completed,Strain,Category,Type,Pass/fail?,Fail Reason,Active,Regulator ID,Regulator Batch ID,Regulator Batch ID 2,Regulator Lot ID,Regulator Pre-Transfer ID,Batch ID,Batch Size,Batch Size Unit,Lot ID,Lot Size,Lot Size Unit,Harvest ID,Production Date,Manifest ID,Production Run ID,Units Per Serving,Servings Per Container,Unit Description,Container Description,cannabinoids_thca,cannabinoids_thcv,cannabinoids_cannabinoids_unit,cannabinoids_cbda,cannabinoids_cbga,cannabinoids_cbn,cannabinoids_cbdva,cannabinoids_cbd,cannabinoids_vitamin_e_acetate,cannabinoids_cbdv,cannabinoids_cbc,cannabinoids_d8_thc,cannabinoids_cbg,cannabinoids_d9_thc,cannabinoids_cbl,pesticides_daminozide,pesticides_mgk_264,pesticides_etoxazole,pesticides_methiocarb,pesticides_ethoprophos,pesticides_fludioxonil,pesticides_chlorpyrifos,pesticides_chlorantraniliprole,pesticides_clofentezine,pesticides_diazinon,pesticides_pyrethrins,pesticides_fipronil,pesticides_spiroxamine,pesticides_phosmet,pesticides_kresoxim_methyl,pesticides_etofenprox,pesticides_azoxystrobin,pesticides_dimethoate,pesticides_permethrins,pesticides_fenoxycarb,pesticides_methyl_parathion,pesticides_piperonyl_butoxide,pesticides_metalaxyl,pesticides_bifenazate,pesticides_hexythiazox,pesticides_abamectin,pesticides_paclobutrazol,pesticides_tebuconazole,pesticides_methomyl,pesticides_malathion,pesticides_prallethrin,pesticides_pyridaben,pesticides_cyfluthrin,pesticides_bifenthrin,pesticides_myclobutanil,pesticides_pesticides_unit,pesticides_acetamiprid,pesticides_imazalil,pesticides_spinosad,pesticides_fenpyroximate,pesticides_aldicarb,pesticides_boscalid,pesticides_cypermethrin,pesticides_oxamyl,pesticides_spiromesifen,pesticides_propiconazole,pesticides_chlorfenapyr,pesticides_trifloxystrobin,pesticides_thiamethoxam,pesticides_acephate,pesticides_carbaryl,pesticides_propoxur,pesticides_acequinocyl,pesticides_flonicamid,pesticides_thiacloprid,pesticides_dichlorvos,pesticides_imidacloprid,pesticides_naled,pesticides_spirotetramat,pesticides_carbofuran,microbials_aspergillus,microbials_coliforms,microbials_salmonella,microbials_aerobic_bacteria,microbials_ecoli,microbials_btgn_bacteria,microbials_yeast_and_mold,microbials_microbials_unit,solvents_propane,solvents_hexanes,solvents_chloroform,solvents_heptane,solvents_methylene_chloride,solvents_ethylene_oxide,solvents_trichloroethene,solvents_isopropanol,solvents_ethyl_ether,solvents_pentane,solvents_toluene,solvents_xylenes,solvents_butane,solvents_methanol,solvents_acetonitrile,solvents_ethyl_acetate,solvents_benzene,solvents_solvents_unit,solvents_acetone,solvents_1_2_dichloro_ethane,solvents_ethanol,terpenes_3_carene,terpenes_alpha_bisabolol,terpenes_alpha_pinene,terpenes_eucalyptol,terpenes_alpha_terpinene,terpenes_geraniol,terpenes_guaiol,terpenes_beta_pinene,terpenes_beta_myrcene,terpenes_fenchol,terpenes_isoborneol,terpenes_menthol,terpenes_caryophyllene_oxide,terpenes_ocimene,terpenes_citronellol,terpenes_eugenol,terpenes_ro_cymene,terpenes_camphene,terpenes_beta_caryophyllene,terpenes_alpha_humulene,terpenes_terpinolene,terpenes_trans_nerolidol,terpenes_geranyl_acetate,terpenes_gamma_terpinene,terpenes_alpha_phellandrene,terpenes_beta_ocimene,terpenes_terpenes_unit,terpenes_isopulegol,terpenes_cis_nerolidol,terpenes_linalool,terpenes_fenchone,terpenes_delta_limonene,moisture_percent_moisture,moisture_moisture_unit,homogeneity_homogeneity,homogeneity_homogeneity_unit,water_activity_water_activity_unit,water_activity_water_activity,metals_nickel,metals_chromium,metals_metals_unit,metals_mercury,metals_cadmium,metals_lead,metals_copper,metals_arsenic,foreign_matter_foreign_matter_unit,foreign_matter_other,foreign_matter_stems,foreign_matter_pests,Classification,Production Method,solvents_n_butane,solvents_2_methylpentane,solvents_heptanes,solvents_o_xylene,solvents_1_pentanol,solvents_n_hexane,solvents_ethylene_glycol,solvents_dimethyl_sulfoxide,solvents_n_pentane,solvents_p_xylene,solvents_2_butanol,solvents_pentanes,solvents_1_2_dimethoxy_ethane,solvents_2_3_dimethyl_butane,solvents_2_ethoxyethanol,solvents_cyclohexane,solvents_n_n_dimethylfromamide,solvents_1_propanol,solvents_2_butanone,solvents_3_methylpentane,solvents_1_butanol,solvents_butanes,solvents_ethyl_benzene,solvents_n_n_dimethylacetamide,solvents_tetrahydrofuran,solvents_2_2_dimethyl_butane,solvents_pyridine,solvents_isopentane,solvents_cumene,solvents_iso_butane,solvents_1_4_dioxane,cannabinoids_total,terpenes_total,"
"
126,BC-21-CS-12894,Jenny Kush popcorn,Viridis Labs,03/26/2021,03/31/2021,"Jenny Kush
",Plant,Flower - Cured,Passed,,,1A4050300005722000003391,1A4050300005722000003385,,,,,,,,,,,,,,,,,,28.951%,,,0.069%,,0.000%,,0.000%,,,,,,0.221%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.022%,,,0.000%,,0.035%,0.307%,,,,,0.002%,,,0.000%,,0.079%,0.026%,0.007%,,,,,2 0.004%,,0.000%,,0.024%,,0.237%,N/A,,,,,0.442,0.353,0.014,,0.001,0.002,0.003,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.241%,0.741%,
127,BC-21-CS-12895,Blue Dream Flower,Viridis Labs,03/26/2021,03/31/2021,"Blue Dream
",Plant,Flower - Cured,Passed,,,1A4050300005722000003392,1A4050300005722000003352,,,,,,,,,,,,,,,,,,21.709%,,,0.056%,,0.000%,,0.000%,,,,,,0.302%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.157%,,,0.000%,,0.069%,0.307%,,,,,0.000%,,,0.003%,,0.035%,0.014%,0.006%,,,,,2 0.000%,,0.000%,,0.018%,,0.027%,N/A,,,,,0.517,0.371,0.039,,0.001,0.002,0.002,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.067%,0.637%,
128,BC-21-CS-12896,Blue Dream Kief,Viridis Labs,03/26/2021,04/01/2021,"Blue Dream
",Plant,Kief,Failed,,,1A4050300005722000003393,1A4050300005722000003353,,,,,,,,,,,,,,,,,,57.345%,,,0.184%,,0.000%,,0.000%,,,,,,0.691%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.129%,,,0.000%,,0.058%,0.197%,,,,,0.000%,,,0.000%,,0.035%,0.015%,0.006%,,,,,2 0.000%,,0.000%,,0.021%,,0.021%,,,,,,,0.108,0.339,,0.008,0.001,0.017,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.220%,0.484%,
129,BC-21-CS-12897,Blue Dream Popcorn,Viridis Labs,03/26/2021,03/31/2021,"Blue Dream
",Plant,Flower - Cured,Passed,,,1A4050300005722000003394,1A4050300005722000003354,,,,,,,,,,,,,,,,,,18.310%,,,0.041%,,0.000%,,0.000%,,,,,,0.202%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.151%,,,0.000%,,0.076%,0.201%,,,,,0.000%,,,0.000%,,0.028%,0.012%,0.006%,,,,,2 0.004%,,0.000%,,0.025%,,0.024%,N/A,,,,,0.459,0.390,0.032,,0.001,0.002,0.002,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.553%,0.529%,
130,BC-21-CS-12900,BBC + OC. Hash Rolls 0.7g,Viridis Labs,03/26/2021,04/01/2021,,Extracts,Other,Passed,,,1A4050300009A4D000002558,1A4050300009A4D000001747,,,,,,,,,,,,,,,,,,39.790%,,,0.082%,,0.002%,,0.000%,,,,,,1.446%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.005%,,,0.000%,,0.006%,0.011%,,,,,0.000%,,,0.000%,,0.027%,0.012%,0.004%,,,,,2 0.000%,,0.000%,,0.026%,,0.011%,,,,,,,0.227,0.047,,0.004,0.005,0.014,3.757,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.321%,0.102%,
131,BC-21-CS-13019,Gelato 41 Flower,Viridis Labs,03/30/2021,04/05/2021,"Gelato 41
",Plant,Flower - Cured,Passed,,,1A4050100002CF1000001328,1A4050100002CF1000001320,,,,,,,,,,,,,,,,,,24.012%,,,0.048%,,0.000%,,0.000%,,,,,,0.743%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.039%,,,0.000%,,0.050%,0.102%,,,,,0.002%,,,0.003%,,0.127%,0.039%,0.007%,,,,,2 0.017%,,0.000%,,0.041%,,0.163%,N/A,,,,,0.518,0.389,0.029,,0.001,0.002,0.001,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.803%,0.592%,
132,BC-21-CS-13020,Gelato 41 Flower,Viridis Labs,03/30/2021,04/05/2021,"Gelato 41
",Plant,Flower - Cured,Passed,,,1A4050100002CF1000001329,1A4050100002CF1000001318,,,,,,,,,,,,,,,,,,23.490%,,,0.047%,,0.000%,,0.000%,,,,,,0.648%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.036%,,,0.000%,,0.048%,0.102%,,,,,0.002%,,,0.003%,,0.120%,0.036%,0.007%,,,,,2 0.018%,,0.000%,,0.062%,,0.170%,N/A,,,,,0.537,0.544,0.020,,0.001,0.002,0.003,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.184%,0.606%,
133,BC-21-CS-13021,Lightsaber Flower,Viridis Labs,03/30/2021,04/05/2021,,Plant,Flower - Cured,Failed,,,1A4050100002CF1000001330,1A4050100002CF1000001324,,,,,,,,,,,,,,,,,,23.351%,,,0.047%,,0.009%,,0.000%,,,,,,1.231%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.016%,,0.046%,,,0.000%,,0.071%,0.141%,,,,,0.001%,,,0.004%,,0.069%,0.027%,0.251%,,,,,2 0.008%,,0.000%,,0.035%,,0.094%,N/A,,,,,0.528,0.378,0.013,,0.001,0.001,0.002,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.638%,0.773%,
134,BC-21-CS-13022,Lightsaber Popcorn,Viridis Labs,03/30/2021,04/05/2021,,Plant,Flower - Cured,Failed,,,1A4050100002CF1000001331,1A4050100002CF1000001326,,,,,,,,,,,,,,,,,,20.789%,,,0.035%,,0.003%,,0.000%,,,,,,0.941%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.013%,,0.035%,,,0.000%,,0.056%,0.084%,,,,,0.001%,,,0.004%,,0.058%,0.024%,0.157%,,,,,2 0.007%,,0.000%,,0.033%,,0.063%,N/A,,,,,0.477,0.434,0.022,,0.002,0.002,0.003,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.768%,0.542%,
135,BC-21-CS-13023,Gelato 41 Popcorn,Viridis Labs,03/30/2021,04/05/2021,"Gelato 41
",Plant,Flower - Cured,Passed,,,1A4050100002CF1000001332,1A4050100002CF1000001322,,,,,,,,,,,,,,,,,,16.961%,,,0.028%,,0.000%,,0.000%,,,,,,0.510%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.025%,,,0.000%,,0.033%,0.056%,,,,,0.001%,,,0.000%,,0.091%,0.029%,0.006%,,,,,2 0.010%,,0.000%,,0.032%,,0.096%,N/A,,,,,0.414,0.353,0.027,,0.001,0.001,0.002,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.499%,0.381%,
136,BC-21-CS-16441,Cream D'Mint Flower,Viridis Labs,06/08/2021,06/14/2021,"Cream D'Mint
",Plant,Flower - Cured,Passed,,,1A4050100002CF0000001621,1A4050100002CF0000001604,,,,,,,,,,,,,,,,,,22.423%,,,0.051%,,0.000%,,0.000%,,,,,,0.415%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.029%,0.000%,,0.000%,,0.050%,0.128%,,,,,0.000%,,,0.000%,,0.116%,0.048%,0.006%,,,,,2 0.000%,,0.010%,,0.070%,,0.186%,N/A,,,,,0.595,0.368,0.027,,0.003,0.003,0.002,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.889%,0.643%,
137,BC-21-CS-16442,Cream D'Mint Popcorn,Viridis Labs,06/08/2021,06/14/2021,"Cream D'Mint
",Plant,Flower - Cured,Passed,,,1A4050100002CF0000001622,1A4050100002CF0000001605,,,,,,,,,,,,,,,,,,19.976%,,,0.045%,,0.000%,,0.000%,,,,,,0.372%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,4577,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.028%,0.000%,,0.000%,,0.051%,0.126%,,,,,0.000%,,,0.000%,,0.077%,0.032%,0.007%,,,,,2 0.000%,,0.011%,,0.063%,,0.195%,N/A,,,,,0.576,0.404,0.033,,0.002,0.003,0.002,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.394%,0.591%,
138,BC-21-CS-16443,Ice Cream Cake Flower,Viridis Labs,06/08/2021,06/14/2021,"Ice Cream Cake
",Plant,Flower - Cured,Passed,,,1A4050100002CF0000001623,1A4050100002CF0000001608,,,,,,,,,,,,,,,,,,22.343%,,,0.057%,,0.000%,,0.000%,,,,,,0.471%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.026%,0.000%,,0.000%,,0.046%,0.015%,,,,,0.000%,,,0.000%,,0.056%,0.019%,0.006%,,,,,2 0.000%,,0.012%,,0.111%,,0.201%,N/A,,,,,0.606,0.529,0.025,,0.002,0.002,0.002,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.871%,0.493%,
139,BC-21-CS-16444,Ice Cream Cake Popcorn,Viridis Labs,06/08/2021,06/14/2021,"Ice Cream Cake
",Plant,Flower - Cured,Passed,,,1A4050100002CF0000001624,1A4050100002CF0000001609,,,,,,,,,,,,,,,,,,17.188%,,,0.039%,,0.000%,,0.000%,,,,,,0.292%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.019%,0.000%,,0.000%,,0.035%,0.011%,,,,,0.000%,,,0.000%,,0.043%,0.016%,0.005%,,,,,2 0.000%,,0.010%,,0.080%,,0.126%,N/A,,,,,0.589,0.611,0.036,,0.002,0.002,0.010,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.519%,0.344%,
140,BC-21-CS-16445,Lightsaber Flower,Viridis Labs,06/08/2021,06/14/2021,,Plant,Flower - Cured,Passed,,,1A4050100002CF0000001626,1A4050100002CF0000001612,,,,,,,,,,,,,,,,,,21.992%,,,0.044%,,0.000%,,0.000%,,,,,,1.162%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.016%,,0.043%,0.000%,,0.000%,,0.070%,0.097%,,,,,0.017%,,,0.000%,,0.057%,0.020%,0.195%,,,,,2 0.007%,,0.010%,,0.000%,,0.071%,N/A,,,,,0.597,0.424,0.024,,0.001,0.002,0.003,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.198%,0.603%,
141,BC-21-CS-16446,Lightsaber Popcorn,Viridis Labs,06/08/2021,06/14/2021,,Plant,Flower - Cured,Passed,,,1A4050100002CF0000001627,1A4050100002CF0000001613,,,,,,,,,,,,,,,,,,19.239%,,,0.036%,,0.000%,,0.000%,,,,,,0.924%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.012%,,0.036%,0.000%,,0.000%,,0.055%,0.059%,,,,,0.009%,,,0.000%,,0.065%,0.026%,0.089%,,,,,2 0.005%,,0.011%,,0.000%,,0.045%,N/A,,,,,0.575,0.483,0.022,,0.002,0.003,0.009,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.200%,0.411%,
142,BC-21-CS-16447,Black GT Pen 2,Viridis Labs,06/08/2021,06/14/2021,,Extracts,Vape Cart,Passed,,,1A4050300009A4D000003173,1A4050300009A4D000003167,,,,,,,,,,,,,,,,,,0.000%,,,0.028%,,5.627%,,0.211%,,,,,,66.037%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269,0.062,,0.001,0.002,0.011,0.141,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.903%,,
143,BC-21-CS-16448,Black Pen,Viridis Labs,06/08/2021,06/14/2021,,Extracts,Vape Cart,Passed,,,1A4050300009A4D000003171,1A4050300009A4D000003165,,,,,,,,,,,,,,,,,,0.000%,,,0.019%,,5.580%,,0.211%,,,,,,65.567%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.068,,0.001,0.001,0.078,1.588,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.376%,,
144,BC-21-CS-16449,Silver Pen,Viridis Labs,06/08/2021,06/14/2021,,Extracts,Vape Cart,Passed,,,1A4050300009A4D000003170,1A4050300009A4D000003164,,,,,,,,,,,,,,,,,,0.000%,,,0.023%,,5.434%,,0.211%,,,,,,63.628%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,0.060,,0.001,0.001,0.006,0.076,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.296%,,
145,BC-21-CS-16450,Black GT Pen 1,Viridis Labs,06/08/2021,06/14/2021,,Extracts,Vape Cart,Passed,,,1A4050300009A4D000003172,1A4050300009A4D000003166,,,,,,,,,,,,,,,,,,0.000%,,,0.015%,,5.307%,,0.194%,,,,,,62.273%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122,0.045,,0.001,0.001,0.012,0.131,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.789%,,
146,BC-21-CS-16657,Blueberry Crumble,Viridis Labs,06/11/2021,06/16/2021,"Blueberry Crumble
",Plant,Flower - Cured,Passed,,,1A405030000571F000011559,1A405030000571F000011553,,,,,,,,,,,,,,,,,,33.453%,,,0.120%,,0.000%,,0.000%,,,,,,0.431%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.030%,0.000%,,0.000%,,0.045%,0.374%,,,,,0.000%,,,0.000%,,0.062%,0.020%,0.006%,,,,,2 0.000%,,0.009%,,0.087%,,0.298%,N/A,,,,,0.621,0.351,0.030,,0.002,0.004,0.003,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.004%,0.929%,
147,BC-21-CS-16659,Blueberry Crumble Popcorn,Viridis Labs,06/11/2021,06/16/2021,"Blueberry Crumble
",Plant,Flower - Cured,Passed,,,1A405030000571F000011561,1A405030000571F000011564,,,,,,,,,,,,,,,,,,27.081%,,,0.088%,,0.000%,,0.000%,,,,,,0.432%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,124,0,,0,,992,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.025%,0.000%,,0.000%,,0.038%,0.187%,,,,,0.000%,,,0.000%,,0.052%,0.018%,0.005%,,,,,2 0.000%,,0.009%,,0.073%,,0.234%,N/A,,,,,0.649,0.331,0.033,,0.002,0.003,0.003,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.601%,0.640%,
148,BC-21-CS-16660,Orange Cream,Viridis Labs,06/11/2021,06/16/2021,"Orange Cream
",Plant,Flower - Cured,Passed,,,1A405030000571F000011562,1A405030000571F000011555,,,,,,,,,,,,,,,,,,17.602%,,,0.042%,,0.000%,,0.000%,,,,,,0.278%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.017%,0.003%,,0.000%,,0.026%,0.043%,,,,,0.000%,,,0.000%,,0.084%,0.026%,0.005%,,,,,2 0.000%,,0.010%,,0.056%,,0.093%,N/A,,,,,0.627,0.733,0.077,,0.001,0.003,0.002,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.922%,0.362%,
149,BC-21-CS-16661,Orange Cream Popcorn,Viridis Labs,06/11/2021,06/16/2021,"Orange Cream
",Plant,Flower - Cured,Passed,,,1A405030000571F000011563,1A405030000571F000011556,,,,,,,,,,,,,,,,,,15.456%,,,0.038%,,0.000%,,0.000%,,,,,,0.253%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.012%,0.002%,,0.000%,,0.018%,0.026%,,,,,0.000%,,,0.000%,,0.065%,0.022%,0.004%,,,,,2 0.000%,,0.009%,,0.044%,,0.058%,N/A,,,,,0.637,0.655,0.088,,0.001,0.002,0.003,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.748%,0.259%,
150,BC-21-CS-16662,Jenny Kush Popcorn,Viridis Labs,06/11/2021,06/16/2021,"Jenny Kush
",Plant,Flower - Cured,Passed,,,1A4050300007469000004392,1A4050300007469000004388,,,,,,,,,,,,,,,,,,30.606%,,,0.087%,,0.000%,,0.000%,,,,,,0.718%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.018%,0.000%,,0.000%,,0.027%,0.212%,,,,,0.000%,,,0.000%,,0.075%,0.022%,0.006%,,,,,2 0.000%,,0.009%,,0.051%,,0.210%,N/A,,,,,0.619,0.359,0.027,,0.002,0.003,0.002,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.412%,0.630%,
151,BC-21-CS-16663,Phylos Variety #5,Viridis Labs,06/11/2021,06/16/2021,"Phylos Variety #5
",Plant,Flower - Cured,Passed,,,1A4050300005720000004377,1A4050300005720000004275,,,,,,,,,,,,,,,,,,20.123%,,,0.063%,,0.000%,,0.000%,,,,,,0.497%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.009%,0.000%,,0.000%,,0.015%,0.147%,,,,,0.000%,,,0.000%,,0.073%,0.026%,0.004%,,,,,2 0.000%,,0.009%,,0.046%,,0.047%,N/A,,,,,0.617,0.947,0.050,,0.001,0.004,0.003,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.682%,0.376%,
152,BC-21-CS-16664,Phylos Variety #5,Viridis Labs,06/11/2021,06/16/2021,"Phylos Variety #5
",Plant,Flower - Cured,Passed,,,1A4050300005720000004378,1A4050300005720000004276,,,,,,,,,,,,,,,,,,18.748%,,,0.051%,,0.000%,,0.000%,,,,,,0.414%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.008%,0.000%,,0.000%,,0.013%,0.100%,,,,,0.000%,,,0.000%,,0.099%,0.036%,0.004%,,,,,2 0.000%,,0.009%,,0.043%,,0.037%,N/A,,,,,0.622,0.557,0.044,,0.002,0.003,0.002,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.212%,0.349%,
153,BC-21-CS-16893,Blue Dream Popcorn,Viridis Labs,06/15/2021,06/21/2021,"Blue Dream
",Plant,Flower - Cured,Passed,,,1A405030000571F000011778,1A405030000571F000011770,,,,,,,,,,,,,,,,,,19.640%,,,0.055%,,0.000%,,0.000%,,,,,,0.401%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,70506,,,,,,,,,,,,,,,,,,,,,,,0.000%,,0.130%,0.000%,,0.000%,,0.056%,0.163%,,,,,0.000%,,,0.000%,,0.035%,0.015%,0.000%,,,,,2 0.000%,,0.000%,,0.034%,,0.017%,N/A,,,,,0.623,0.507,0.034,,0.002,0.003,0.003,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.096%,0.452%,
